auction_id,round,bidder,frn,bidding_credit_pct,bidding_credit_type,eligibility,required_activity,activity,req_commitment,req_commitment_discount_capped,req_net_commitment,req_commitment_discount_uncapped,req_commitment_discount_uncapped_small,processed_activity,commitment,commitment_discount_capped,net_commitment,commitment_discount_uncapped,commitment_discount_uncapped_small,next_round_eligibility,next_round_required_activity
102,74,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,146000,,,,,3140,129020,,,,,3140,3140
102,74,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,42066000,,,,,788870,48462600,,,,,788870,788870
102,74,T-Mobile License LLC,0001565449,0,,7175099,7175099,7154130,883430000,,,,,7155050,802668740,,,,,7155050,7155050
102,74,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,550000,,,,,1470,500000,,,,,1470,1470
102,74,"The Alaska Wireless Network, LLC",0021818133,0,,2430,2430,2430,278000,,,,,2430,257980,,,,,2430,2430
102,74,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,74,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1203,1203,1203,483000,120750,362250,120750,120750,1203,435070,108768,326302,108768,108768,1203,1203
102,74,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,74,Union Telephone Company,0001630201,15,Rural,1800,1800,776,1562000,234300,1327700,234300,,1800,1465220,219783,1245437,219783,,1800,1800
102,74,United States Cellular Corporation,0004372322,0,,180336,180336,173176,122692000,,,,,180336,120468929,,,,,180336,180336
102,74,"Windstream Services, LLC",0014400220,0,,30997,30997,30347,22099000,,,,,30997,20489360,,,,,30997,30997
102,74,"van Steenis, Ryan",0027850510,25,Small Business,81,81,81,17000,4250,12750,4250,4250,81,12910,3228,9682,3228,3228,81,81
102,73,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,73,AT&T Spectrum Frontiers LLC,0027840180,0,,5814275,5814275,5805352,1047759000,,,,,5814275,953315878,,,,,5814275,5814275
102,73,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,73,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,73,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,73,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,4475000,671250,3803750,671250,,6330,4065020,609753,3455267,609753,,6330,6330
102,73,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,73,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,1277000,191550,1085450,191550,,1598,1231980,184797,1047183,184797,,1598,1598
102,73,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,109000,27250,81750,27250,27250,600,107000,26750,80250,26750,26750,600,600
102,73,Crestone Wireless L.L.C.,0027851781,0,,519386,519386,519386,12880000,,,,,519386,11710990,,,,,519386,519386
102,73,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,73,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2670,2670,2670,1191000,178650,1012350,178650,,2670,1079011,161852,917159,161852,,2670,2670
102,73,Kitsune Communications LLC,0027808245,25,Small Business,45,45,45,13000,3250,9750,3250,3250,45,9300,2325,6975,2325,2325,45,45
102,73,"LICT Wireless Broadband Company, LLC",0025243858,0,,9230,9230,9120,5007000,,,,,9230,4715070,,,,,9230,9230
102,73,"NBVDS Investment, L.L.C.",0017194986,15,Rural,2410,2410,2410,1131000,169650,961350,169650,,2410,1024001,153600,870401,153600,,2410,2410
102,73,"Nsight Spectrum, LLC",0020519138,0,,277,277,277,57000,,,,,277,51000,,,,,277,277
102,73,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,73,"Public Service Wireless Services, Inc.",0007024607,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,Rock Port Telephone Company,0004362505,0,,176,176,176,253000,,,,,176,228020,,,,,176,176
102,73,SANN Consortium,0027856186,15,Rural,790,790,790,425000,63750,361250,63750,,790,385030,57755,327275,57755,,790,790
102,73,"Samba Capital Partners, LLC",0027780980,25,Small Business,5121,5121,5121,123000,30750,92250,30750,16250,5121,106000,26500,79500,26500,13500,5121,5121
102,73,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,146000,,,,,3140,129020,,,,,3140,3140
102,73,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,42066000,,,,,788870,48462600,,,,,788870,788870
102,73,T-Mobile License LLC,0001565449,0,,7180614,7180614,7110488,886441000,,,,,7175099,808873320,,,,,7175099,7175099
102,73,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,546000,,,,,1470,496000,,,,,1470,1470
102,73,"The Alaska Wireless Network, LLC",0021818133,0,,2630,2630,2430,266000,,,,,2430,245980,,,,,2430,2430
102,73,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,73,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1203,1203,1203,471000,117750,353250,117750,117750,1203,435010,108753,326257,108753,108753,1203,1203
102,73,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,73,Union Telephone Company,0001630201,15,Rural,1800,1800,776,1560000,234000,1326000,234000,,1800,1463220,219483,1243737,219483,,1800,1800
102,73,United States Cellular Corporation,0004372322,0,,180336,180336,173176,121585000,,,,,180336,119454929,,,,,180336,180336
102,73,"Windstream Services, LLC",0014400220,0,,31577,31577,30347,22181000,,,,,30997,20560360,,,,,30997,30997
102,73,"van Steenis, Ryan",0027850510,25,Small Business,81,81,0,0,0,0,0,0,81,12910,3228,9682,3228,3228,81,81
102,72,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,72,AT&T Spectrum Frontiers LLC,0027840180,0,,5814275,5814275,5805390,1044416000,,,,,5814275,952524598,,,,,5814275,5814275
102,72,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,72,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,72,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,72,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,4475000,671250,3803750,671250,,6330,4065020,609753,3455267,609753,,6330,6330
102,72,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,72,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,1163000,174450,988550,174450,,1598,1157980,173697,984283,173697,,1598,1598
102,72,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,99000,24750,74250,24750,24750,600,97000,24250,72750,24250,24250,600,600
102,72,Crestone Wireless L.L.C.,0027851781,0,,519386,519386,519386,12864000,,,,,519386,11702990,,,,,519386,519386
102,72,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,72,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2670,2670,2670,1191000,178650,1012350,178650,,2670,1079011,161852,917159,161852,,2670,2670
102,72,Kitsune Communications LLC,0027808245,25,Small Business,45,45,45,13000,3250,9750,3250,3250,45,9300,2325,6975,2325,2325,45,45
102,72,"LICT Wireless Broadband Company, LLC",0025243858,0,,9230,9230,9230,5026000,,,,,9230,4660030,,,,,9230,9230
102,72,"NBVDS Investment, L.L.C.",0017194986,15,Rural,2410,2410,2410,1131000,169650,961350,169650,,2410,1024001,153600,870401,153600,,2410,2410
102,72,"Nsight Spectrum, LLC",0020519138,0,,277,277,277,57000,,,,,277,51000,,,,,277,277
102,72,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,72,"Public Service Wireless Services, Inc.",0007024607,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,Rock Port Telephone Company,0004362505,0,,176,176,176,253000,,,,,176,228020,,,,,176,176
102,72,SANN Consortium,0027856186,15,Rural,790,790,790,399000,59850,339150,59850,,790,385010,57752,327258,57752,,790,790
102,72,"Samba Capital Partners, LLC",0027780980,25,Small Business,5121,5121,5121,123000,30750,92250,30750,16250,5121,106000,26500,79500,26500,13500,5121,5121
102,72,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,146000,,,,,3140,129020,,,,,3140,3140
102,72,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,42064000,,,,,788870,48462600,,,,,788870,788870
102,72,T-Mobile License LLC,0001565449,0,,7203771,7203771,7115903,890855000,,,,,7180614,813253180,,,,,7180614,7180614
102,72,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,542000,,,,,1470,492000,,,,,1470,1470
102,72,"The Alaska Wireless Network, LLC",0021818133,0,,2630,2630,2630,295000,,,,,2630,274980,,,,,2630,2630
102,72,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,72,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1203,1203,1203,459000,114750,344250,114750,114750,1203,423010,105753,317257,105753,105753,1203,1203
102,72,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,72,Union Telephone Company,0001630201,15,Rural,1800,1800,776,1558000,233700,1324300,233700,,1800,1461220,219183,1242037,219183,,1800,1800
102,72,United States Cellular Corporation,0004372322,0,,180336,180336,173646,119013000,,,,,180336,118440929,,,,,180336,180336
102,72,"Windstream Services, LLC",0014400220,0,,31577,31577,31217,22563000,,,,,31577,21430140,,,,,31577,31577
102,72,"van Steenis, Ryan",0027850510,25,Small Business,81,81,81,17000,4250,12750,4250,4250,81,12910,3228,9682,3228,3228,81,81
102,71,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,71,AT&T Spectrum Frontiers LLC,0027840180,0,,5814474,5814474,5805455,1041159000,,,,,5814275,948850378,,,,,5814275,5814275
102,71,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,71,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,71,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,71,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,4299000,644850,3654150,644850,,6330,4065000,609750,3455250,609750,,6330,6330
102,71,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,71,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,1059000,158850,900150,158850,,1598,1054000,158100,895900,158100,,1598,1598
102,71,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,91000,22750,68250,22750,22750,600,89000,22250,66750,22250,22250,600,600
102,71,Crestone Wireless L.L.C.,0027851781,0,,519386,519386,519386,12774000,,,,,519386,11786000,,,,,519386,519386
102,71,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,71,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2670,2670,2670,1190000,178500,1011500,178500,,2670,1079001,161850,917151,161850,,2670,2670
102,71,Kitsune Communications LLC,0027808245,25,Small Business,45,45,45,13000,3250,9750,3250,3250,45,9300,2325,6975,2325,2325,45,45
102,71,"LICT Wireless Broadband Company, LLC",0025243858,0,,9230,9230,9230,4916000,,,,,9230,4550030,,,,,9230,9230
102,71,"NBVDS Investment, L.L.C.",0017194986,15,Rural,2410,2410,2410,1131000,169650,961350,169650,,2410,1024001,153600,870401,153600,,2410,2410
102,71,"Nsight Spectrum, LLC",0020519138,0,,277,277,277,57000,,,,,277,51000,,,,,277,277
102,71,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,71,"Public Service Wireless Services, Inc.",0007024607,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,Rock Port Telephone Company,0004362505,0,,213,213,176,237000,,,,,176,228000,,,,,176,176
102,71,SANN Consortium,0027856186,15,Rural,790,790,790,375000,56250,318750,56250,,790,361010,54152,306858,54152,,790,790
102,71,"Samba Capital Partners, LLC",0027780980,25,Small Business,5121,5121,5121,123000,30750,92250,30750,16250,5121,106000,26500,79500,26500,13500,5121,5121
102,71,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,138000,,,,,3140,129000,,,,,3140,3140
102,71,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,42014000,,,,,788870,48462580,,,,,788870,788870
102,71,T-Mobile License LLC,0001565449,0,,7205071,7205071,7140460,911393000,,,,,7203771,833462980,,,,,7203771,7203771
102,71,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,542000,,,,,1470,490000,,,,,1470,1470
102,71,"The Alaska Wireless Network, LLC",0021818133,0,,2630,2630,2630,274000,,,,,2630,260570,,,,,2630,2630
102,71,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,71,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1366,1366,1203,440000,110000,330000,110000,110000,1203,415000,103750,311250,103750,103750,1203,1203
102,71,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,71,Union Telephone Company,0001630201,15,Rural,1800,1800,904,1588000,238200,1349800,238200,,1800,1460200,219030,1241170,219030,,1800,1800
102,71,United States Cellular Corporation,0004372322,0,,180336,180336,173646,115629000,,,,,180336,115056929,,,,,180336,180336
102,71,"Windstream Services, LLC",0014400220,0,,31577,31577,31217,21783000,,,,,31577,20677120,,,,,31577,31577
102,71,"van Steenis, Ryan",0027850510,25,Small Business,81,81,81,16000,4000,12000,4000,4000,81,12900,3225,9675,3225,3225,81,81
102,70,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,70,AT&T Spectrum Frontiers LLC,0027840180,0,,5814501,5814501,5805704,1036489000,,,,,5814474,944555378,,,,,5814474,5814474
102,70,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,70,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,70,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,70,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,4139000,620850,3518150,620850,,6330,3905000,585750,3319250,585750,,6330,6330
102,70,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,70,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,1205000,180750,1024250,180750,,1598,1200000,180000,1020000,180000,,1598,1598
102,70,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,83000,20750,62250,20750,20750,600,81000,20250,60750,20250,20250,600,600
102,70,Crestone Wireless L.L.C.,0027851781,0,,519386,519386,519386,12754000,,,,,519386,11766000,,,,,519386,519386
102,70,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,70,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2750,2750,2670,1189000,178350,1010650,178350,,2670,1078001,161700,916301,161700,,2670,2670
102,70,Kitsune Communications LLC,0027808245,25,Small Business,45,45,45,13000,3250,9750,3250,3250,45,9300,2325,6975,2325,2325,45,45
102,70,"LICT Wireless Broadband Company, LLC",0025243858,0,,9230,9230,9230,4816000,,,,,9230,4450030,,,,,9230,9230
102,70,"NBVDS Investment, L.L.C.",0017194986,15,Rural,2410,2410,2410,1131000,169650,961350,169650,,2410,1024001,153600,870401,153600,,2410,2410
102,70,"Nsight Spectrum, LLC",0020519138,0,,277,277,277,57000,,,,,277,51000,,,,,277,277
102,70,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,70,"Public Service Wireless Services, Inc.",0007024607,0,,560,560,0,0,,,,,0,0,,,,,0,0
102,70,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,Rock Port Telephone Company,0004362505,0,,213,213,176,237000,,,,,213,284000,,,,,213,213
102,70,SANN Consortium,0027856186,15,Rural,790,790,790,353000,52950,300050,52950,,790,339010,50852,288158,50852,,790,790
102,70,"Samba Capital Partners, LLC",0027780980,25,Small Business,5121,5121,5121,123000,30750,92250,30750,16250,5121,106000,26500,79500,26500,13500,5121,5121
102,70,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,132000,,,,,3140,123000,,,,,3140,3140
102,70,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,41968000,,,,,788870,48416580,,,,,788870,788870
102,70,T-Mobile License LLC,0001565449,0,,7206114,7206114,7141760,908187000,,,,,7205071,829997980,,,,,7205071,7205071
102,70,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,542000,,,,,1470,490000,,,,,1470,1470
102,70,"The Alaska Wireless Network, LLC",0021818133,0,,2630,2630,2630,254000,,,,,2630,240570,,,,,2630,2630
102,70,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,70,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1366,1366,1366,560000,140000,420000,140000,140000,1366,551000,137750,413250,137750,137750,1366,1366
102,70,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,70,Union Telephone Company,0001630201,15,Rural,1800,1800,904,1585000,237750,1347250,237750,,1800,1457200,218580,1238620,218580,,1800,1800
102,70,United States Cellular Corporation,0004372322,0,,180336,180336,173646,112953000,,,,,180336,111963929,,,,,180336,180336
102,70,"Windstream Services, LLC",0014400220,0,,31577,31577,31217,21074000,,,,,31577,19968120,,,,,31577,31577
102,70,"van Steenis, Ryan",0027850510,25,Small Business,81,81,81,15000,3750,11250,3750,3750,81,11900,2975,8925,2975,2975,81,81
102,69,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,69,AT&T Spectrum Frontiers LLC,0027840180,0,,5814501,5814501,5806064,1032326000,,,,,5814501,941501378,,,,,5814501,5814501
102,69,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,69,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,69,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,69,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,3993000,598950,3394050,598950,,6330,3759000,563850,3195150,563850,,6330,6330
102,69,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,69,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,1097000,164550,932450,164550,,1598,1092000,163800,928200,163800,,1598,1598
102,69,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,77000,19250,57750,19250,19250,600,75000,18750,56250,18750,18750,600,600
102,69,Crestone Wireless L.L.C.,0027851781,0,,519386,519386,519084,12722000,,,,,519386,11748000,,,,,519386,519386
102,69,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,69,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2750,2750,2750,1215000,182250,1032750,182250,,2750,1104001,165600,938401,165600,,2750,2750
102,69,Kitsune Communications LLC,0027808245,25,Small Business,45,45,45,13000,3250,9750,3250,3250,45,9300,2325,6975,2325,2325,45,45
102,69,"LICT Wireless Broadband Company, LLC",0025243858,0,,9230,9230,9230,4724000,,,,,9230,4358030,,,,,9230,9230
102,69,"NBVDS Investment, L.L.C.",0017194986,15,Rural,2410,2410,2410,1131000,169650,961350,169650,,2410,1024001,153600,870401,153600,,2410,2410
102,69,"Nsight Spectrum, LLC",0020519138,0,,277,277,277,57000,,,,,277,51000,,,,,277,277
102,69,"Nuvera Communications, Inc.",0003739430,15,Rural,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0
102,69,"Public Service Wireless Services, Inc.",0007024607,0,,560,560,560,219000,,,,,560,219000,,,,,560,560
102,69,RSA 1 Limited Partnership,0002576411,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,Rock Port Telephone Company,0004362505,0,,213,213,176,237000,,,,,213,284000,,,,,213,213
102,69,SANN Consortium,0027856186,15,Rural,790,790,790,333000,49950,283050,49950,,790,319010,47852,271158,47852,,790,790
102,69,"Samba Capital Partners, LLC",0027780980,25,Small Business,5342,5342,0,0,0,0,0,0,5121,106000,26500,79500,26500,13500,5121,5121
102,69,Skyriver Spectrum & Technology LLC,0027662014,0,,3140,3140,3140,125000,,,,,3140,117000,,,,,3140,3140
102,69,Starry Spectrum Holdings LLC,0027855998,0,,788870,788870,741320,41926000,,,,,788870,48374580,,,,,788870,788870
102,69,T-Mobile License LLC,0001565449,0,,7214228,7214228,7142024,899067000,,,,,7206114,827080380,,,,,7206114,7206114
102,69,"TeleGuam Holdings, LLC",0011458999,0,,1470,1470,1470,542000,,,,,1470,490000,,,,,1470,1470
102,69,"The Alaska Wireless Network, LLC",0021818133,0,,2630,2630,2630,238000,,,,,2630,224570,,,,,2630,2630
102,69,"Trace Fiber Networks, LLC",0027848720,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,69,"Tradewinds Wireless Holdings, LLC",0025259615,25,Small Business,1696,1696,1366,506000,126500,379500,126500,126500,1366,506000,126500,379500,126500,126500,1366,1366
102,69,Tri County Radio,0013444575,25,Small Business,260,260,0,0,0,0,0,0,260,7000,1750,5250,1750,1750,260,260
102,69,Union Telephone Company,0001630201,15,Rural,1800,1800,904,1582000,237300,1344700,237300,,1800,1454200,218130,1236070,218130,,1800,1800
102,69,United States Cellular Corporation,0004372322,0,,185336,185336,173646,108546000,,,,,180336,109545929,,,,,180336,180336
102,69,"Windstream Services, LLC",0014400220,0,,31577,31577,31217,20426000,,,,,31577,19320120,,,,,31577,31577
102,69,"van Steenis, Ryan",0027850510,25,Small Business,81,81,81,14000,3500,10500,3500,3500,81,10900,2725,8175,2725,2725,81,81
102,68,8538 GREEN STREET LLC,0003488897,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,68,AT&T Spectrum Frontiers LLC,0027840180,0,,5814571,5814571,5805274,1026114000,,,,,5814501,937705212,,,,,5814501,5814501
102,68,ATI Sub LLC,0017806043,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,68,"Arctic Slope Telephone Association Cooperative, In",0001570936,0,,150,150,150,7000,,,,,150,5800,,,,,150,150
102,68,Aries Wireless LLC,0027834787,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,68,"Atlantic Seawinds Communications, LLC",0004383485,15,Rural,420,420,0,0,0,0,0,,420,154000,23100,130900,23100,,420,420
102,68,"BDCIH Wireless, LLC",0027848175,15,Rural,1638,1638,1638,44000,6600,37400,6600,,1638,32920,4938,27982,4938,,1638,1638
102,68,Bluegrass Consortium,0025234709,15,Rural,6330,6330,6330,3861000,579150,3281850,579150,,6330,3627000,544050,3082950,544050,,6330,6330
102,68,Cellco Partnership d/b/a Verizon Wireless,0003290673,0,,149800,149800,0,0,,,,,149800,15255000,,,,,149800,149800
102,68,Central Broadband 24/28 GHz Consortium,0027840818,15,Rural,1598,1598,1598,998000,149700,848300,149700,,1598,995000,149250,845750,149250,,1598,1598
102,68,"Cordova Telephone Cooperative, Inc.",0001571181,25,Small Business,600,600,600,71000,17750,53250,17750,17750,600,69000,17250,51750,17250,17250,600,600
102,68,Crestone Wireless L.L.C.,0027851781,0,,520200,520200,519386,12889000,,,,,519386,11730000,,,,,519386,519386
102,68,"Docomo Pacific, Inc.",0004242723,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,68,"FTC Management Group, Inc.",0004600268,15,Rural,920,920,0,0,0,0,0,,920,18600,2790,15810,2790,,920,920
102,68,High Band License Co LLC,0027843630,0,,0,0,0,0,,,,,0,0,,,,,0,0
102,68,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2750,2750,2750,1211000,181650,1029350,181650,,2750,1100001,165000,935001,165000,,2750,2750
