auction_id,license,market,market_name,category,bidder,frn,bidding_credit_type,bidding_credit,gross_license_price,net_license_price,effective_bidding_credit
108,D18115-2,IN-115,Ohio,C2,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18117-1,IN-117,Orange,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18117-2,IN-117,Orange,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18117-3,IN-117,Orange,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18121-1,IN-121,Parke,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18121-2,IN-121,Parke,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18121-3,IN-121,Parke,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18123-1,IN-123,Perry,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18123-2,IN-123,Perry,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18123-3,IN-123,Perry,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18125-2,IN-125,Pike,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D18125-3,IN-125,Pike,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18127-1,IN-127,Porter,C1,T-Mobile License LLC,0001565449,,0,60000,60000,0.0
108,D18127-2,IN-127,Porter,C2,T-Mobile License LLC,0001565449,,0,60000,60000,0.0
108,D18127-3,IN-127,Porter,C3,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D18129-1,IN-129,Posey,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18129-2,IN-129,Posey,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18129-3,IN-129,Posey,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18131-1,IN-131,Pulaski,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,250000,187500,25.0
108,D18131-2,IN-131,Pulaski,C2,T-Mobile License LLC,0001565449,,0,187000,187000,0.0
108,D18131-3,IN-131,Pulaski,C3,T-Mobile License LLC,0001565449,,0,51000,51000,0.0
108,D18133-1,IN-133,Putnam,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D18133-2,IN-133,Putnam,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D18133-3,IN-133,Putnam,C3,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D18135-1,IN-135,Randolph,C1,T-Mobile License LLC,0001565449,,0,24100,24100,0.0
108,D18135-2,IN-135,Randolph,C2,T-Mobile License LLC,0001565449,,0,24100,24100,0.0
108,D18135-3,IN-135,Randolph,C3,T-Mobile License LLC,0001565449,,0,5910,5910,0.0
108,D18137-2,IN-137,Ripley,C2,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D18139-2,IN-139,Rush,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D18143-1,IN-143,Scott,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18143-2,IN-143,Scott,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18143-3,IN-143,Scott,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18145-2,IN-145,Shelby,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D18149-1,IN-149,Starke,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,85000,63750,25.0
108,D18149-2,IN-149,Starke,C2,T-Mobile License LLC,0001565449,,0,187000,187000,0.0
108,D18149-3,IN-149,Starke,C3,T-Mobile License LLC,0001565449,,0,57000,57000,0.0
108,D18151-1,IN-151,Steuben,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,596000,447000,25.0
108,D18151-2,IN-151,Steuben,C2,T-Mobile License LLC,0001565449,,0,446000,446000,0.0
108,D18151-3,IN-151,Steuben,C3,T-Mobile License LLC,0001565449,,0,227000,227000,0.0
108,D18153-2,IN-153,Sullivan,C2,T-Mobile License LLC,0001565449,,0,13000,13000,0.0
108,D18153-3,IN-153,Sullivan,C3,T-Mobile License LLC,0001565449,,0,13000,13000,0.0
108,D18155-1,IN-155,Switzerland,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D18155-2,IN-155,Switzerland,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D18161-1,IN-161,Union,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18161-2,IN-161,Union,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18161-3,IN-161,Union,C3,T-Mobile License LLC,0001565449,,0,700,700,0.0
108,D18165-1,IN-165,Vermillion,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D18165-2,IN-165,Vermillion,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D18165-3,IN-165,Vermillion,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D18167-1,IN-167,Vigo,C1,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D18167-2,IN-167,Vigo,C2,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D18167-3,IN-167,Vigo,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D18169-1,IN-169,Wabash,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,85000,63750,25.0
108,D18169-2,IN-169,Wabash,C2,North American Catholic Educational Programming Fd,0006686018,Small Business,25,77000,57750,25.0
108,D18171-1,IN-171,Warren,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18171-2,IN-171,Warren,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18171-3,IN-171,Warren,C3,T-Mobile License LLC,0001565449,,0,800,800,0.0
108,D18175-1,IN-175,Washington,C1,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D18175-2,IN-175,Washington,C2,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D18175-3,IN-175,Washington,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D18177-1,IN-177,Wayne,C1,T-Mobile License LLC,0001565449,,0,59100,59100,0.0
108,D18177-2,IN-177,Wayne,C2,T-Mobile License LLC,0001565449,,0,59100,59100,0.0
108,D18177-3,IN-177,Wayne,C3,T-Mobile License LLC,0001565449,,0,19100,19100,0.0
108,D18179-1,IN-179,Wells,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,77000,57750,25.0
108,D18179-2,IN-179,Wells,C2,North American Catholic Educational Programming Fd,0006686018,Small Business,25,77000,57750,25.0
108,D18179-3,IN-179,Wells,C3,North American Catholic Educational Programming Fd,0006686018,Small Business,25,19000,14250,25.0
108,D18181-1,IN-181,White,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18181-2,IN-181,White,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D18181-3,IN-181,White,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19001-1,IA-001,Adair,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,13000,9750,25.0
108,D19001-2,IA-001,Adair,C2,T-Mobile License LLC,0001565449,,0,115000,115000,0.0
108,D19001-3,IA-001,Adair,C3,T-Mobile License LLC,0001565449,,0,57000,57000,0.0
108,D19003-1,IA-003,Adams,C1,RSA 1 Limited Partnership,0002576411,,0,1600,1600,0.0
108,D19003-2,IA-003,Adams,C2,T-Mobile License LLC,0001565449,,0,5500,5500,0.0
108,D19003-3,IA-003,Adams,C3,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19005-1,IA-005,Allamakee,C1,T-Mobile License LLC,0001565449,,0,4900,4900,0.0
108,D19005-2,IA-005,Allamakee,C2,T-Mobile License LLC,0001565449,,0,4900,4900,0.0
108,D19005-3,IA-005,Allamakee,C3,T-Mobile License LLC,0001565449,,0,1100,1100,0.0
108,D19007-1,IA-007,Appanoose,C1,Mark Twain Communications Company,0002531879,Small Business,25,206000,154500,25.0
108,D19007-2,IA-007,Appanoose,C2,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D19007-3,IA-007,Appanoose,C3,T-Mobile License LLC,0001565449,,0,4100,4100,0.0
108,D19009-1,IA-009,Audubon,C1,T-Mobile License LLC,0001565449,,0,4400,4400,0.0
108,D19009-2,IA-009,Audubon,C2,T-Mobile License LLC,0001565449,,0,7700,7700,0.0
108,D19009-3,IA-009,Audubon,C3,T-Mobile License LLC,0001565449,,0,3700,3700,0.0
108,D19011-1,IA-011,Benton,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D19011-2,IA-011,Benton,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D19011-3,IA-011,Benton,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19013-1,IA-013,Black Hawk,C1,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D19013-2,IA-013,Black Hawk,C2,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D19013-3,IA-013,Black Hawk,C3,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D19015-1,IA-015,Boone,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,38000,28500,25.0
108,D19015-2,IA-015,Boone,C2,North American Catholic Educational Programming Fd,0006686018,Small Business,25,85000,63750,25.0
108,D19015-3,IA-015,Boone,C3,North American Catholic Educational Programming Fd,0006686018,Small Business,25,19000,14250,25.0
108,D19017-1,IA-017,Bremer,C1,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D19017-2,IA-017,Bremer,C2,T-Mobile License LLC,0001565449,,0,7000,7000,0.0
108,D19017-3,IA-017,Bremer,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19019-1,IA-019,Buchanan,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19019-2,IA-019,Buchanan,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19019-3,IA-019,Buchanan,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19021-1,IA-021,Buena Vista,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19021-2,IA-021,Buena Vista,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19021-3,IA-021,Buena Vista,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19023-1,IA-023,Butler,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19023-2,IA-023,Butler,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19025-1,IA-025,Calhoun,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19025-2,IA-025,Calhoun,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19025-3,IA-025,Calhoun,C3,T-Mobile License LLC,0001565449,,0,900,900,0.0
108,D19027-1,IA-027,Carroll,C1,T-Mobile License LLC,0001565449,,0,19000,19000,0.0
108,D19027-2,IA-027,Carroll,C2,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D19027-3,IA-027,Carroll,C3,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D19029-1,IA-029,Cass,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19029-2,IA-029,Cass,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19029-3,IA-029,Cass,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19031-1,IA-031,Cedar,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19031-2,IA-031,Cedar,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19031-3,IA-031,Cedar,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19033-1,IA-033,Cerro Gordo,C1,United States Cellular Corporation,0004372322,,0,33000,33000,0.0
108,D19033-2,IA-033,Cerro Gordo,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D19033-3,IA-033,Cerro Gordo,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19035-1,IA-035,Cherokee,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19035-2,IA-035,Cherokee,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19035-3,IA-035,Cherokee,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19037-1,IA-037,Chickasaw,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19037-2,IA-037,Chickasaw,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19037-3,IA-037,Chickasaw,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19039-1,IA-039,Clarke,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,27000,20250,25.0
108,D19039-2,IA-039,Clarke,C2,T-Mobile License LLC,0001565449,,0,154000,154000,0.0
108,D19039-3,IA-039,Clarke,C3,T-Mobile License LLC,0001565449,,0,70000,70000,0.0
108,D19041-1,IA-041,Clay,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19041-2,IA-041,Clay,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19041-3,IA-041,Clay,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19043-1,IA-043,Clayton,C1,T-Mobile License LLC,0001565449,,0,6100,6100,0.0
108,D19043-2,IA-043,Clayton,C2,T-Mobile License LLC,0001565449,,0,6100,6100,0.0
108,D19043-3,IA-043,Clayton,C3,T-Mobile License LLC,0001565449,,0,1100,1100,0.0
108,D19045-1,IA-045,Clinton,C1,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D19045-2,IA-045,Clinton,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D19045-3,IA-045,Clinton,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19047-1,IA-047,Crawford,C1,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D19047-2,IA-047,Crawford,C2,T-Mobile License LLC,0001565449,,0,41000,41000,0.0
108,D19047-3,IA-047,Crawford,C3,T-Mobile License LLC,0001565449,,0,6300,6300,0.0
108,D19049-1,IA-049,Dallas,C1,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D19049-2,IA-049,Dallas,C2,T-Mobile License LLC,0001565449,,0,10000,10000,0.0
108,D19051-1,IA-051,Davis,C1,Mark Twain Communications Company,0002531879,Small Business,25,104000,78000,25.0
108,D19051-2,IA-051,Davis,C2,T-Mobile License LLC,0001565449,,0,13000,13000,0.0
108,D19053-1,IA-053,Decatur,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19053-2,IA-053,Decatur,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19053-3,IA-053,Decatur,C3,T-Mobile License LLC,0001565449,,0,800,800,0.0
108,D19055-1,IA-055,Delaware,C1,"LICT Wireless Broadband Company, LLC",0025243858,,0,104000,104000,0.0
108,D19055-2,IA-055,Delaware,C2,T-Mobile License LLC,0001565449,,0,170000,170000,0.0
108,D19055-3,IA-055,Delaware,C3,T-Mobile License LLC,0001565449,,0,33000,33000,0.0
108,D19057-1,IA-057,Des Moines,C1,"LICT Wireless Broadband Company, LLC",0025243858,,0,350000,350000,0.0
108,D19057-2,IA-057,Des Moines,C2,T-Mobile License LLC,0001565449,,0,400000,400000,0.0
108,D19057-3,IA-057,Des Moines,C3,T-Mobile License LLC,0001565449,,0,242000,242000,0.0
108,D19061-1,IA-061,Dubuque,C1,"LICT Wireless Broadband Company, LLC",0025243858,,0,313000,313000,0.0
108,D19061-2,IA-061,Dubuque,C2,T-Mobile License LLC,0001565449,,0,460000,460000,0.0
108,D19061-3,IA-061,Dubuque,C3,T-Mobile License LLC,0001565449,,0,368000,368000,0.0
108,D19063-1,IA-063,Emmet,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19063-2,IA-063,Emmet,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19065-1,IA-065,Fayette,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19065-2,IA-065,Fayette,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19065-3,IA-065,Fayette,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19067-1,IA-067,Floyd,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19067-2,IA-067,Floyd,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19067-3,IA-067,Floyd,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19069-1,IA-069,Franklin,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19069-2,IA-069,Franklin,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19069-3,IA-069,Franklin,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19071-1,IA-071,Fremont,C1,RSA 1 Limited Partnership,0002576411,,0,9200,9200,0.0
108,D19071-2,IA-071,Fremont,C2,T-Mobile License LLC,0001565449,,0,70000,70000,0.0
108,D19071-3,IA-071,Fremont,C3,T-Mobile License LLC,0001565449,,0,8000,8000,0.0
108,D19073-1,IA-073,Greene,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,13000,9750,25.0
108,D19073-2,IA-073,Greene,C2,T-Mobile License LLC,0001565449,,0,104000,104000,0.0
108,D19073-3,IA-073,Greene,C3,T-Mobile License LLC,0001565449,,0,51000,51000,0.0
108,D19075-1,IA-075,Grundy,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19075-2,IA-075,Grundy,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19077-1,IA-077,Guthrie,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,37000,27750,25.0
108,D19077-2,IA-077,Guthrie,C2,T-Mobile License LLC,0001565449,,0,85000,85000,0.0
108,D19077-3,IA-077,Guthrie,C3,North American Catholic Educational Programming Fd,0006686018,Small Business,25,9400,7050,25.0
108,D19079-1,IA-079,Hamilton,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,26000,19500,25.0
108,D19079-2,IA-079,Hamilton,C2,T-Mobile License LLC,0001565449,,0,77000,77000,0.0
108,D19079-3,IA-079,Hamilton,C3,T-Mobile License LLC,0001565449,,0,24000,24000,0.0
108,D19081-1,IA-081,Hancock,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19081-2,IA-081,Hancock,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19081-3,IA-081,Hancock,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19083-1,IA-083,Hardin,C1,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19083-2,IA-083,Hardin,C2,T-Mobile License LLC,0001565449,,0,5000,5000,0.0
108,D19085-1,IA-085,Harrison,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19085-2,IA-085,Harrison,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19085-3,IA-085,Harrison,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19087-1,IA-087,Henry,C1,Mediapolis Telephone Company,0002594216,Rural,15,50900,43265,15.0
108,D19087-2,IA-087,Henry,C2,T-Mobile License LLC,0001565449,,0,250000,250000,0.0
108,D19087-3,IA-087,Henry,C3,T-Mobile License LLC,0001565449,,0,75000,75000,0.0
108,D19089-1,IA-089,Howard,C1,United States Cellular Corporation,0004372322,,0,17000,17000,0.0
108,D19089-2,IA-089,Howard,C2,T-Mobile License LLC,0001565449,,0,30000,30000,0.0
108,D19089-3,IA-089,Howard,C3,T-Mobile License LLC,0001565449,,0,900,900,0.0
108,D19091-1,IA-091,Humboldt,C1,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19091-2,IA-091,Humboldt,C2,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19091-3,IA-091,Humboldt,C3,T-Mobile License LLC,0001565449,,0,900,900,0.0
108,D19093-1,IA-093,Ida,C1,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D19093-2,IA-093,Ida,C2,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D19093-3,IA-093,Ida,C3,T-Mobile License LLC,0001565449,,0,4600,4600,0.0
108,D19095-1,IA-095,Iowa,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19095-2,IA-095,Iowa,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19095-3,IA-095,Iowa,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19097-1,IA-097,Jackson,C1,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D19097-2,IA-097,Jackson,C2,T-Mobile License LLC,0001565449,,0,17000,17000,0.0
108,D19097-3,IA-097,Jackson,C3,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D19099-1,IA-099,Jasper,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,51900,38925,25.0
108,D19099-2,IA-099,Jasper,C2,T-Mobile License LLC,0001565449,,0,446000,446000,0.0
108,D19099-3,IA-099,Jasper,C3,T-Mobile License LLC,0001565449,,0,227000,227000,0.0
108,D19101-1,IA-101,Jefferson,C1,T-Mobile License LLC,0001565449,,0,9200,9200,0.0
108,D19101-2,IA-101,Jefferson,C2,T-Mobile License LLC,0001565449,,0,9200,9200,0.0
108,D19103-1,IA-103,Johnson,C1,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D19103-2,IA-103,Johnson,C2,T-Mobile License LLC,0001565449,,0,46000,46000,0.0
108,D19105-1,IA-105,Jones,C1,T-Mobile License LLC,0001565449,,0,27000,27000,0.0
108,D19105-2,IA-105,Jones,C2,T-Mobile License LLC,0001565449,,0,63000,63000,0.0
108,D19105-3,IA-105,Jones,C3,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D19107-1,IA-107,Keokuk,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19107-2,IA-107,Keokuk,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19107-3,IA-107,Keokuk,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19109-1,IA-109,Kossuth,C1,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19109-2,IA-109,Kossuth,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19109-3,IA-109,Kossuth,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19111-1,IA-111,Lee,C1,Mark Twain Communications Company,0002531879,Small Business,25,46000,34500,25.0
108,D19111-2,IA-111,Lee,C2,T-Mobile License LLC,0001565449,,0,94000,94000,0.0
108,D19111-3,IA-111,Lee,C3,T-Mobile License LLC,0001565449,,0,75000,75000,0.0
108,D19113-1,IA-113,Linn,C1,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D19113-2,IA-113,Linn,C2,T-Mobile License LLC,0001565449,,0,90000,90000,0.0
108,D19113-3,IA-113,Linn,C3,T-Mobile License LLC,0001565449,,0,20000,20000,0.0
108,D19115-1,IA-115,Louisa,C1,Mediapolis Telephone Company,0002594216,Rural,15,37000,31450,15.0
108,D19115-2,IA-115,Louisa,C2,T-Mobile License LLC,0001565449,,0,300000,300000,0.0
108,D19115-3,IA-115,Louisa,C3,T-Mobile License LLC,0001565449,,0,100000,100000,0.0
108,D19117-1,IA-117,Lucas,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,21000,15750,25.0
108,D19117-2,IA-117,Lucas,C2,T-Mobile License LLC,0001565449,,0,154000,154000,0.0
108,D19117-3,IA-117,Lucas,C3,T-Mobile License LLC,0001565449,,0,63000,63000,0.0
108,D19119-1,IA-119,Lyon,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19119-2,IA-119,Lyon,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19119-3,IA-119,Lyon,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19121-1,IA-121,Madison,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,5500,4125,25.0
108,D19121-2,IA-121,Madison,C2,North American Catholic Educational Programming Fd,0006686018,Small Business,25,6100,4575,25.0
108,D19121-3,IA-121,Madison,C3,North American Catholic Educational Programming Fd,0006686018,Small Business,25,9400,7050,25.0
108,D19123-1,IA-123,Mahaska,C1,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19123-2,IA-123,Mahaska,C2,T-Mobile License LLC,0001565449,,0,6000,6000,0.0
108,D19123-3,IA-123,Mahaska,C3,T-Mobile License LLC,0001565449,,0,2000,2000,0.0
108,D19125-1,IA-125,Marion,C1,North American Catholic Educational Programming Fd,0006686018,Small Business,25,45900,34425,25.0
108,D19125-2,IA-125,Marion,C2,T-Mobile License LLC,0001565449,,0,405000,405000,0.0
108,D19125-3,IA-125,Marion,C3,T-Mobile License LLC,0001565449,,0,227000,227000,0.0
108,D19127-1,IA-127,Marshall,C1,T-Mobile License LLC,0001565449,,0,64000,64000,0.0
108,D19127-2,IA-127,Marshall,C2,T-Mobile License LLC,0001565449,,0,250000,250000,0.0
108,D19127-3,IA-127,Marshall,C3,T-Mobile License LLC,0001565449,,0,227000,227000,0.0
108,D19129-1,IA-129,Mills,C1,T-Mobile License LLC,0001565449,,0,15000,15000,0.0
108,D19129-2,IA-129,Mills,C2,RSA 1 Limited Partnership,0002576411,,0,187000,187000,0.0
108,D19129-3,IA-129,Mills,C3,T-Mobile License LLC,0001565449,,0,9000,9000,0.0
108,D19131-1,IA-131,Mitchell,C1,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19131-2,IA-131,Mitchell,C2,T-Mobile License LLC,0001565449,,0,3000,3000,0.0
108,D19131-3,IA-131,Mitchell,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19133-1,IA-133,Monona,C1,Evolve 5G Consortium,0017249558,Rural,15,23900,20315,15.0
108,D19133-2,IA-133,Monona,C2,T-Mobile License LLC,0001565449,,0,83000,83000,0.0
108,D19133-3,IA-133,Monona,C3,T-Mobile License LLC,0001565449,,0,31000,31000,0.0
108,D19135-1,IA-135,Monroe,C1,T-Mobile License LLC,0001565449,,0,3900,3900,0.0
108,D19135-2,IA-135,Monroe,C2,T-Mobile License LLC,0001565449,,0,3900,3900,0.0
108,D19135-3,IA-135,Monroe,C3,T-Mobile License LLC,0001565449,,0,1500,1500,0.0
108,D19137-1,IA-137,Montgomery,C1,RSA 1 Limited Partnership,0002576411,,0,4200,4200,0.0
108,D19137-2,IA-137,Montgomery,C2,T-Mobile License LLC,0001565449,,0,21000,21000,0.0
108,D19137-3,IA-137,Montgomery,C3,T-Mobile License LLC,0001565449,,0,11000,11000,0.0
108,D19139-1,IA-139,Muscatine,C1,Mediapolis Telephone Company,0002594216,Rural,15,52000,44200,15.0
108,D19139-2,IA-139,Muscatine,C2,T-Mobile License LLC,0001565449,,0,94000,94000,0.0
108,D19139-3,IA-139,Muscatine,C3,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19141-2,IA-141,O'Brien,C2,T-Mobile License LLC,0001565449,,0,4000,4000,0.0
108,D19141-3,IA-141,O'Brien,C3,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19143-1,IA-143,Osceola,C1,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19143-2,IA-143,Osceola,C2,T-Mobile License LLC,0001565449,,0,1000,1000,0.0
108,D19143-3,IA-143,Osceola,C3,T-Mobile License LLC,0001565449,,0,600,600,0.0
